FEINumber,LegalName,AddressLine1,AddressLine2,City,StateCode,State,ZipCode,CountryCode,CountryName,Region,ProductType,Center,ActionType,ActionTakenDate,FiscalYear,CaseInjunctionID,FirmProfile
3012379444,PT. Winson Prima Sejahtera,Jl. Pulau Solor Street No 11 Kim Ii,,Medan,,,,ID,Indonesia,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2023-09-05,2023,660935,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3012379444
3012889681,Green Roads of Florida LLC,15757 Pines Blvd Ste 178,,Pembroke Pines,FL,Florida,33027-1207,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-10-31,2018,513854,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3012889681
3012138760,"Stanley Brothers Social Enterprises, LLC",3515 N Chestnut St,,Colorado Springs,CO,Colorado,80907-4101,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-10-31,2018,490089,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3012138760
3012138774,"Realm of Caring Foundation, Inc.",3515 N Chestnut St,,Colorado Springs,CO,Colorado,80907-4101,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-10-31,2018,490089,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3012138774
3001859120,Pacific Nutritional Foods Inc,9960 Sw Potano St,,Tualatin,OR,Oregon,97062-8492,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-10-09,2010,74504,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3001859120
3003211028,Tampa Peanut Distributors,4419 N Hubert Ave Ste Q,,Tampa,FL,Florida,33614-7653,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-10-09,2010,74964,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003211028
3009261844,"Magic Kitchen, Inc.",11310 W 80th St,,Lenexa,KS,Kansas,66214-3307,US,United States,Domestic,Food/Cosmetics,CFSAN,Seizure,2017-10-23,2018,538638,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009261844
3010385432,Samuel P. Hostetler (DBA) Hump-Back Dairys,4858 Lawrence 1185,,Miller,MO,Missouri,65707-7333,US,United States,Domestic,Food/Cosmetics,CFSAN,Seizure,2017-10-23,2018,538638,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010385432
3011209492,"Desert Farms, Inc.",2708 Wilshire Blvd Ste 380,,Santa Monica,CA,California,90403-4706,US,United States,Domestic,Food/Cosmetics,CFSAN,Seizure,2017-10-23,2018,538638,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011209492
1219395,eG Group LLC,165 Flanders Rd,,Westborough,MA,Massachusetts,01581-1032,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-09-11,2009,72343,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1219395
3002758804,La Hacienda Tortilleria Inc,431 Allied Dr,,Nashville,TN,Tennessee,37211-3303,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-09-11,2009,71223,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002758804
3008998642,"Mena Food Group, LLC.",4710 Nw 15th Ave Ste 5a-2,,Ft Lauderdale,FL,Florida,33309-3785,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-08-08,2024,673814,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008998642
3000210896,"Metro Produce Distributors, Inc.",2700 E 28th St,,Minneapolis,MN,Minnesota,55406-2990,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-06-14,2012,293338,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3000210896
1220022,"Greencore OARS, LLC..",121 Liberty St,,Brockton,MA,Massachusetts,02301-5518,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-12-28,2012,245116,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1220022
3006504493,Natural Health Team,31240 May St,,Lacombe,LA,Louisiana,70445-4113,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-12-28,2012,215534,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006504493
3004026930,"Del Real Foods, LLC",1101 Messenger Ln,,Moore,OK,Oklahoma,73160-5991,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-12-28,2012,261597,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004026930
3004405785,"KJ3 Inc., DBA Rainier Sprouts",10310 Vickery Ave E,,Tacoma,WA,Washington,98446-3653,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-12-28,2012,242694,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004405785
1220049,"Portland Shellfish Co., Inc.",116 Dartmouth St Bldg 1,,South Portland,ME,Maine,04106-6210,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2011-01-20,2011,36,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1220049
1000112555,Haelan Products Inc,5947 New Nashville Hwy,,Murfreesboro,TN,Tennessee,37129-7024,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-01-15,2009,42018,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000112555
1220049,"Portland Shellfish Co., Inc.",116 Dartmouth St Bldg 1,,South Portland,ME,Maine,04106-6210,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-01-15,2009,46658,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1220049
1220067,The Hartford Provision Company Inc.,625 Nutmeg Rd N,,South Windsor,CT,Connecticut,06074-2440,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-08-14,2015,475363,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1220067
3008954658,"Bloodline Holdings, LLC",1206 W Main St,,Atkins,AR,Arkansas,72823-4414,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-08-14,2015,450506,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008954658
1220323,Winfrey's Olde English Fudge Inc.,40 Newburyport Tpke,,Rowley,MA,Massachusetts,01969-2106,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-11-04,2023,636841,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1220323
1819504,"Mead Johnson & Company, LLC",2400 W Lloyd Expy,,Evansville,IN,Indiana,47712-5095,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-10-18,2011,134572,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1819504
2246984,Rol-rom Foods,33 6th Ave,,Paterson,NJ,New Jersey,07524-1001,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-06-28,2012,300724,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2246984
3006791385,"Prismic Light International, Inc.",4711 Sulphur Springs Rd,,Murfreesboro,TN,Tennessee,37129-7201,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-06-28,2012,277798,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006791385
3008720906,Air Wisconsin Airline Corp.,8500 Essington Ave,,Philadelphia,PA,Pennsylvania,19153-7001,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-03-24,2011,162834,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008720906
1220731,Jonathan Sprouts Inc,384 Vaughan Hill Rd,,Rochester,MA,Massachusetts,02770-2035,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-03-24,2011,146472,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1220731
3010583758,Intershell International Corp.,9 Blackburn Dr,,Gloucester,MA,Massachusetts,01930-2237,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-09-26,2014,440205,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010583758
2013293,Mutual Trading Company Inc.,4200 Shirley Ave,,El Monte,CA,California,91731-1130,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-09-30,2010,124288,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2013293
3006470672,DW Trading Inc.,3649 Lafayette Rd,,Indianapolis,IN,Indiana,46222-1108,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-09-30,2010,120869,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006470672
3005132863,Fatima Brothers Inc,5601 56th Dr,,Maspeth,NY,New York,11378-1123,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2020-04-07,2020,605562,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005132863
2122542,"Karlsburger Foods, Inc.",3236 Chelsea Rd W,,Monticello,MN,Minnesota,55362-4667,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-12-16,2011,132490,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2122542
3023220,Fresh Foods of Washington LLC/KC Culinarte Corp,1200 Merrill Creek Pkwy,,Everett,WA,Washington,98203-7152,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-10-07,2010,71303,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3023220
3009881887,"Fuyang Fuchunjiang Canned Food Co.,Ltd.",241,"1 Xiyou Village, Fuchan Street; Fuyang District",Hangzhou,,,,CN,China,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2024-05-31,2024,682507,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009881887
1221804,"Chang & Son Enterprises, Inc.",301 River Rd,,Whately,MA,Massachusetts,01093,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-05-31,2024,679517,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1221804
3026941702,"RONGCHENG JIAYUAN FOODS (3rd Workshop) CO., LTD",No 299 Fenghuang Road,Rongcheng,Weihai,,,,CN,China,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2024-05-31,2024,682456,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3026941702
3009271734,Yandi New York Trading Co Ltd,129B 48th St,,Brooklyn,NY,New York,11232,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-12-08,2015,443547,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009271734
3004844416,FAVPEP LLC. dba Queenmar LLC.,1463 NW 97th Ave Ste C,,Doral,FL,Florida,33172-2819,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-06-26,2009,57742,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004844416
1222010,"Kettle Cuisine, LLC",330 Lynnway,,Lynn,MA,Massachusetts,01901-1706,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-09-25,2014,438793,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1222010
3003581160,Kilim Nong San,301-25 Sosa-Bon 3 Dong,,Pucheon,,,,,,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2014-09-25,2014,436874,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003581160
3007235422,Brookfield Management Inc,7600 Gloria Ave,,Van Nuys,CA,California,91406,US,United States,Domestic,Food/Cosmetics,CFSAN,Seizure,2014-09-25,2014,432273,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007235422
3009674987,"Rosefield Management, Inc. dba Reptile Outpost",7660 Gloria Ave,,Van Nuys,CA,California,91406-1805,US,United States,Domestic,Food/Cosmetics,CFSAN,Seizure,2014-09-25,2014,432273,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009674987
3010903157,"Multimmunity, Inc.",950 E Harvard Ave Ste 650,,Denver,CO,Colorado,80210-7002,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-09-25,2014,433720,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010903157
1222028,"Douty Bros., Inc.",10a Portland Fish Pier,,Portland,ME,Maine,04101-4620,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-01-23,2012,268756,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1222028
3009904675,NEGOCIOS INDUSTRIALES REAL S-.A (NIRSA),Barrio Jesus Del Gran Poder,Sector Pesquero,Guayaquil,,,,EC,Ecuador,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2012-01-23,2012,266736,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009904675
1222033,Portland Fish Pier Authority,6 Portland Fish Pier,,Portland,ME,Maine,04101-4620,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-03-28,2014,423361,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1222033
3010642993,"M&A Caribbean Traders, Inc",road 100 km. 5.2,Pastor Bonilla Building,Cabo Rojo,PR,Puerto Rico,00623,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-03-28,2014,420285,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010642993
1222041,Spence & Co. Ltd.,76 Campanelli Industrial Dr,,Brockton,MA,Massachusetts,02301-1809,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-01-15,2013,391735,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1222041
1831828,E R K Distributors LLC.,301 Hacker St Unit 5,,Rochester Hills,MI,Michigan,48307-2636,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-10-28,2014,414328,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1831828
1222059,Browne Trading Co.,260 Commercial St,,Portland,ME,Maine,04101-4886,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-10-28,2014,408828,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1222059
2180113,"Rosemark Bakery, Inc.",258 Snelling Ave S,,Saint Paul,MN,Minnesota,55105-2045,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-04-25,2017,523139,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2180113
3011308,Northern Fish Products Inc,3911 S 56th St,,Tacoma,WA,Washington,98409-2607,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-04-25,2017,514554,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011308
1232475,Ray's Seafood Market Inc,7 Pinecrest Dr,,Essex Jct,VT,Vermont,05452-2912,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-12-13,2011,134050,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1232475
1640846,"Duran and Sons, LLC",13 Miles N on Highway 187,,Derry,NM,New Mexico,87933,US,United States,Domestic,Food/Cosmetics,CFSAN,Seizure,2010-12-13,2011,145592,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1640846
1000275076,"Marukyo Co., Ltd.",2002-2,Hatagasaki,Yonago,,,,JP,Japan,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2019-03-14,2019,571305,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000275076
3015844035,"Mind, Body & Coal LLC",2920 Bayshore Vista Dr,,Tampa,FL,Florida,33611-5510,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2020-07-23,2020,593774,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015844035
3004121769,Very Fresh Juice Company,3975 Dayton Park Dr,,Dayton,OH,Ohio,45414-4422,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-08-26,2009,38598,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004121769
2000037054,Yon's Foods Llc,4706 Cedar Ave S,,Minneapolis,MN,Minnesota,55407-3634,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-08-26,2009,71343,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2000037054
1281983,Stew Leonard's Holdings LLC,100 Westport Ave,,Norwalk,CT,Connecticut,06851-3915,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-10-28,2010,71203,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1281983
3004425530,Almi Group Inc,5419 N Mascher St,,Philadelphia,PA,Pennsylvania,19120-2907,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-10-28,2010,76089,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004425530
3003912980,"Juices International, Inc.",1142 Nostrand Ave,,Brooklyn,NY,New York,11225-5414,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-10-28,2010,75744,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003912980
1281983,Stew Leonard's Holdings LLC,100 Westport Ave,,Norwalk,CT,Connecticut,06851-3915,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-11-19,2025,681214,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1281983
3009116383,"Mena Produce, LLC",2501 W Military Hwy Ste E6,,Mcallen,TX,Texas,78503-8952,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-09-20,2022,637641,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009116383
1282520,"Paul W. Marks Co., Inc.",8 Commercial St,,Everett,MA,Massachusetts,02149-5507,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-12-21,2010,84764,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1282520
3012709445,Tamara Fruit CJSC,9 St. 1 Lane 2 Deadblock,,Karbi,,,,AM,Armenia,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2024-06-21,2024,685855,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3012709445
1283121,"Quality Beef Company, Inc.",40 Keyes Way,,W Warwick,RI,Rhode Island,02893,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-12-16,2014,416798,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1283121
3006788838,Kohinoor Foods USA Inc,285 Durham Ave Site 20,,South Plainfield,NJ,New Jersey,07080-2546,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-09-15,2009,73423,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006788838
3002690679,"Mu Kung Hwa Oriental Food, Llc",121 131st St S,,Tacoma,WA,Washington,98444-4803,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-09-15,2009,66683,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002690679
3007683732,"Finger Lakes Farmstead Cheese Company, LLC",5491 Bergen Rd,,Trumansburg,NY,New York,14886-9674,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2014-04-28,2014,16,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007683732
1293470,Dianne's Fine Desserts,4 Graf Rd,,Newburyport,MA,Massachusetts,01950-4015,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2020-03-02,2020,600026,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1293470
1293951,"Ricker Hill Farms, Inc.",11 Ricker Hill Rd,,Turner,ME,Maine,04282-3615,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2018-02-15,2018,541362,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1293951
1293971,"J. Moniz Company, Inc.",91 Wordell St,,Fall River,MA,Massachusetts,02721-4307,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-08-07,2024,689905,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1293971
3012402663,"Nutra Solutions USA, Inc.",1019 Grand Blvd,,Deer Park,NY,New York,11729-5709,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-09-12,2019,570011,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3012402663
1311640,Metropolitan Foods Inc,105 Quist Rd,,Amsterdam,NY,New York,12010-7243,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-01-18,2011,151094,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1311640
3010110944,Wonder Natural Foods Corp.,30 Blank Ln,,Water Mill,NY,New York,11976-2134,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-07-13,2015,460929,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010110944
3009022600,Golden Caviar Skin Care,18732 Via Verona,,Irvine,CA,California,92603-3441,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-07-13,2015,456827,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009022600
2919739,Ham Produce And Seafood Inc,918 Bannister St,,Honolulu,HI,Hawaii,96819-3335,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-07-13,2015,472521,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2919739
3002183047,"Bharat Bazar, Inc.",49127 Milmont Dr,,Fremont,CA,California,94538-7347,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-07-13,2015,472826,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002183047
3004319869,Alimentos Prosalud,1 Km West From Guancaste,Sobre La Carretera Costanera,El Roble,,,,CR,Costa Rica,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2013-04-01,2013,394066,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004319869
1314700,H.P. Hood Inc.,25 Hurlbut St,,Arkport,NY,New York,14807-9706,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-10-05,2010,73023,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1314700
3007412977,Mystical One Llc,10621 Guy R Brewer Blvd,,Jamaica,NY,New York,11433-2118,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-10-05,2010,76445,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007412977
1929573,"East Wind Community, Inc",1361 County Road 547,,Tecumseh,MO,Missouri,65760-7310,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-10-05,2010,74526,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1929573
1314862,Freskeeto Frozen Foods Inc,8019 Route 209,,Ellenville,NY,New York,12428-5615,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-04-18,2013,395711,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1314862
3004054531,COVI S.A.S,"341, Route de Clisson",,St Sebastien Sur Loire Cedex,,,,FR,France,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2013-04-18,2013,393571,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004054531
3003130354,"Biofournil of America, Inc.",2507 4th Ave,,Seattle,WA,Washington,98121-1437,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-04-18,2013,395649,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003130354
